#CODE;UKRAINIAN;x
EVTDESCC_ZE_12050;Everyone was busy at home, so I snuck out to the commoners market. When I got there some children were being mean to a smaller child in ragged clothes.;x
EVTOPTA_ZE_12050;Pour some water on [brooding_events_char_1.GetHerHim].;x
EVTOPTB_ZE_12050;Leave [brooding_events_char_1.GetHerHim] alone.;x
EVTOPTC_ZE_12050;How come you can do it?;x
EVTOPTD_ZE_12050;Keep trying.;x
EVTOPTE_ZE_12050;Stop them.;x
EVTOPTF_ZE_12050;Noone can know I'm here.;x
EVTDESCA_ZE_12052;Sure, I forgot about my promise to take [From.GetFirstName] riding. But now... Now [From.GetSheHe] poured water on me when I was resting. I only had a little bit to drink, and and and I am the [Root.PrimaryTitle.GetRulerTitle]!;x
EVTDESCB_ZE_12052;I woke up feeling a bit hung over, and it's already evening. I vaguely recall [From.GetFirstName] looking at me before I fell asleep. I think I had plans with [From.GetHerHim].;x
EVTDESCC_ZE_12052;[From.GetFirstName] wanted to learn to whistle. After trying for a while [From.GetSheHe] asked me 'How come you can do it?';x
EVTDESCD_ZE_12052;[From.GetFirstName] asked me to teach [From.GetHerHim] how to whistle. I must have inspired [From.GetHerHim], now [From.GetSheHe] has been at it for hours.;x
EVTOPTA_ZE_12052;I'll show [From.GetHerHim]!;x
EVTOPTB_ZE_12052;I'm sorry [From.GetFirstName].;x
EVTOPTC_ZE_12052;I feel sick.;x
EVTOPTD_ZE_12052;It's easy, you can do it.;x
EVTOPTE_ZE_12052;Not everyone can do it.;x
EVTOPTF_ZE_12052;[From.GetSheHeCap]'ll get it right soon.;x
EVTDESCA_ZE_12054;[From.GetFirstName] tried to say something, but I couldn't hear what it was. Then [From.GetSheHeCap] got up and raised [From.GetHerHis] fist at me before stumbling and falling. Now [From.GetSheHe] is snoring.;x
EVTDESCB_ZE_12054;[From.GetFirstName] is quietly mumbling some words and rubbing [From.GetHerHis] face. 'Sorry, I'm sorry' [From.GetSheHe] says..;x
EVTDESCC_ZE_12054;[From.GetFirstName] told me that whistling is easy. That I can do it if I try. But I've tried many times already.;x
EVTDESCD_ZE_12054;[From.GetFirstName] said that not everyone learns to whistle. Some can never do it.;x
EVTDESCE_ZE_12054;The bullies all scatter when I tell them to stop. The small child looks at me and asks for food without mentioning the others and what they did. Is this how commoners live?;x
EVTOPTA_ZE_12054;My life will never be like this.;x
EVTOPTB_ZE_12054;Take some money while [From.GetSheHe] is sleeping.;x
EVTOPTC_ZE_12054;[From.GetFirstName] is not a grown up.;x
EVTOPTD_ZE_12054;Comfort [From.GetHerHim].;x
EVTOPTE_ZE_12054;Everyone can do it but me.;x
EVTOPTF_ZE_12054;I am good at other things.;x
EVTOPTG_ZE_12054;Donate some money for food and clothes.;x
EVTOPTH_ZE_12054;Tell child to ask their mom and dad.;x
EVTDESCA_ZE_12056;I have a bad headache, and my episode with [From.GetFirstName] is slowly coming back to me. There is no excuse for my behavior. What's worse is that I even got lectured by a child.;x
EVTDESCB_ZE_12056;Waking up in my room, I seem to be missing some money. I vaguely remember [From.GetFirstName] being here. Wasn't [From.GetSheHe]?;x
EVTDESCC_ZE_12056;The last thing I remember before falling asleep is apologizing to [From.GetFirstName]. It seems my apology was not what [From.GetSheHe] wanted.;x
EVTDESCD_ZE_12056;I wake up, and [From.GetFirstName] is still by my side. [From.GetSheHeCap] has brought me some water to drink, and covered me with a blanket. I don't deserve treatment like this. But if [From.GetSheHe] sees good in me...;x
EVTDESCE_ZE_12056;[From.GetFirstName] seems a bit frustrated by [From.GetHerHis] failed attempts. [From.GetSheHeCap] doesn't seem to respond well to my encouraging words.;x
EVTDESCF_ZE_12056;[From.GetFirstName] went back to [From.GetHerHis] room to do other things now.;x
EVTOPTA_ZE_12056;I have seen better days.;x
EVTOPTB_ZE_12056;That brat.;x
EVTOPTC_ZE_12056;I'm in a sad state.;x
EVTOPTD_ZE_12056;I can change. I will change.;x
EVTOPTE_ZE_12056;Many things seem to trouble this child.;x
EVTOPTF_ZE_12056;I'm glad [From.GetSheHe] doesn't dwell too much on these things.;x
EVTDESCA_ZE_12040;[willful_events_char_1.GetFirstName] is frowning at me. 'Waste of time. It will never fit, you've grown out of it.' [willful_events_char_1.GetSheHe] says. But it's my favorite hat!;x
EVTDESCB_ZE_12040;I'm out playing with [willful_events_char_2.GetFirstName] and we're close to the abandoned haunted house, we're not supposed to go there and [willful_events_char_2.GetFirstName] is looking frightened.;x
EVTDESCC_ZE_12040;I've been out fishing for hours. I still haven't caught a fish as big as that servant's child got yesterday.;x
EVTOPTA_ZE_12040;It will fit if you help me.;x
EVTOPTB_ZE_12040;Give the hat to someone younger.;x
EVTOPTC_ZE_12040;Go inside.;x
EVTOPTD_ZE_12040;Turn back.;x
EVTOPTE_ZE_12040;If I wait long enough.;x
EVTOPTF_ZE_12040;Go home.;x
EVTOPTE_ZE_12040_TOOLTIP1;Catch something.;x
EVTOPTE_ZE_12040_TOOLTIP2;Waste time.;x
EVTDESCA_ZE_12042;[From.GetFirstName] insists that I help [From.GetHerHim] get an old hat to fit. A very futile task as [From.GetSheHe]'s too big for it now as I've already told [From.GetHerHim] several times.;x
EVTDESCB_ZE_12042;[From.GetFirstName] really wants to go inside the scary haunted house. It looks like it's dangerous and we have been told not to go near it.;x
EVTOPTA_ZE_12042;No child tells me what to do.;x
EVTOPTB_ZE_12042;Give in to demands.;x
EVTOPTC_ZE_12042;I don't want to go in there.;x
EVTOPTD_ZE_12042;I can do this.;x
EVTDESCA_ZE_12044;[From.GetFirstName] hit me over the head for not listening to [From.GetHerHim].;x
EVTDESCB_ZE_12044;[From.GetFirstName] says we have to go back now, and if we don't [From.GetSheHe] will tell on me.;x
EVTDESCC_ZE_12044;After a few more hours, I finally feel something bite. It's a huge fish, probably the biggest fish in [Root.Capital.GetName].;x
EVTDESCD_ZE_12044;I'm just about to give up, but then it happened. I caught a fish, but it's not very big.;x
EVTOPTA_ZE_12044;[From.GetSheHeCap]'s a meanie!;x
EVTOPTB_ZE_12044;Someone else can make it fit.;x
EVTOPTC_ZE_12044;Come, or I'll say it was your idea.;x
EVTOPTD_ZE_12044;You're right.;x
EVTOPTE_ZE_12044;They will tell stories of today.;x
EVTOPTF_ZE_12044;At least I tried.;x
EVTDESCA_ZE_12046;[From.GetFirstName] thinks I'm mean for not helping. [From.GetSheHeCap] even stuck [From.GetHerHis] tongue out at me.;x
EVTDESCB_ZE_12046;[From.GetFirstName] says [From.GetSheHe] will get someone else to help [From.GetHerHim].;x
EVTDESCC_ZE_12046;[From.GetFirstName] still wants to go, and will lie and say it was my idea unless I go with [From.GetHerHim].;x
EVTDESCD_ZE_12046;[From.GetFirstName] said I was right and we went back home, away from the scary house.;x
EVTOPTA_ZE_12046;Well [From.GetSheHe]'s stupid.;x
EVTOPTB_ZE_12046;At least [From.GetSheHe] knows what [From.GetSheHe] wants.;x
EVTOPTC_ZE_12046;I'm so angry!;x
EVTOPTD_ZE_12046;Don't mess with [Root.GetFirstName].;x
EVTDESCA_ZE_13700;I wake up in the middle of the night, my heart racing and my whole body is feeling strange. What was I really dreaming about?;x
EVTOPTA_ZE_13700;That farmer [Root.GetBoyGirl] I met earlier.;x
EVTOPTB_ZE_13700;[lustful_target.GetFirstName], kissing me.;x
EVTOPTC_ZE_13700;Whatever it was is not important.;x
EVTOPTD_ZE_13700;I should just try to get to sleep.;x
EVTDESCA_ZE_13701;Oh it's just something about [Root.GetHerHim] that I can't get off my mind. [Root.GetHerHisCap] hair, the way [Root.GetSheHe] moved. I'm getting all worked up just thinking about [Root.GetHerHim] again.;x
EVTOPTA_ZE_13701;What would it be like to hold [Root.GetHerHim]?;x
EVTOPTB_ZE_13701;[Root.GetSheHeCap] is the one for me.;x
EVTOPTC_ZE_13701;If I see [Root.GetHerHim] again we'll have some fun.;x
EVTOPTD_ZE_13701;I shouldn't. It's a sin.;x
EVTDESCA_ZE_13702;[lustful_target.GetHerHisCap] lips touching mine. My hands, touching [lustful_target.GetHerHim] gently. I wonder if [lustful_target.GetFirstName] feels the same way about me?;x
EVTOPTA_ZE_13702;I will save myself for [lustful_target.GetHerHim].;x
EVTOPTB_ZE_13702;[lustful_target.GetSheHeCap] gets me all excited.;x
EVTDESCA_ZE_13703;These kind of thoughts have been distracting me lately. I don't find them very interesting and they are disturbing my sleep.;x
EVTOPTA_ZE_13703;I would do well to focus on other things.;x
EVTOPTB_ZE_13703;Maybe it will change with time.;x
EVTDESCA_ZE_13704;[From.GetFirstName] has been looking at me in a new way lately. Giggling whenever I talk to [From.GetHerHim], laughing at things that are not meant to be funny.;x
EVTOPTA_ZE_13704;It seems as [From.GetSheHe] is infatuated with me...;x
EVTOPTD63041;In exchange for a favor.;x
EVTOPTC_ZE_12060_TOOLTIP;May not take the offer.\n;x
EVTDESC20134;My liege, my work in [FromFrom.Location.GetName] seem to have come to fruition. By bribing, cajoling, extorting, threatening and forging documents, I have managed to fabricate a claim on the [FromFrom.Location.Kingdom.GetFullName] presently held by [From.GetTitledName]. I leave it up to you whether to press it or not.\n\nYour humble [Root.GetChancellorName],\n[FromFrom.GetTitledName];x
EVTDESCA_ZE_14700;I have finished my education but without any clear purpose. I found some joy in studying diplomacy but without guidance I didn't do very well.;x
EVTDESCB_ZE_14700;I have finished my education but without any clear purpose. I found some joy in studying military arts but without guidance I didn't do very well.;x
EVTDESCC_ZE_14700;I have finished my education but without any clear purpose. I found some joy in studying stewardship but without guidance I didn't do very well.;x
EVTDESCD_ZE_14700;I have finished my education but without any clear purpose. I found some joy in studying intrigue but without guidance I didn't do very well.;x
EVTDESCE_ZE_14700;I have finished my education but without any clear purpose. I found some joy in studying learning but without guidance I didn't do very well.;x
EVTOPTA_ZE_14700;No one told me it was important.;x
EVTDESCA_ZE_14710;Young [From.GetFirstName] has finished [From.GetHerHis] education. With a complete lack of guidance [From.GetSheHe] still tried [From.GetHerHis] best to study diplomacy, unfortunately to no avail.;x
EVTDESCB_ZE_14710;Young [From.GetFirstName] has finished [From.GetHerHis] education. With a complete lack of guidance [From.GetSheHe] still tried [From.GetHerHis] best to study military arts, unfortunately to no avail.;x
EVTDESCC_ZE_14710;Young [From.GetFirstName] has finished [From.GetHerHis] education. With a complete lack of guidance [From.GetSheHe] still tried [From.GetHerHis] best to study stewardship, unfortunately to no avail.;x
EVTDESCD_ZE_14710;Young [From.GetFirstName] has finished [From.GetHerHis] education. With a complete lack of guidance [From.GetSheHe] still tried [From.GetHerHis] best to study intrigue, unfortunately to no avail.;x
EVTDESCE_ZE_14710;Young [From.GetFirstName] has finished [From.GetHerHis] education. With a complete lack of guidance [From.GetSheHe] still tried [From.GetHerHis] best to study learning, unfortunately to no avail.;x
EVTOPTA_ZE_14710;I have failed [From.GetHerHim].;x
loyalist_desc;A Loyalist councillor will generally be a faithful servant to the ruler. They will support their liege in all actions except those that will directly decrease their own power.;x
#zealot_desc;A Zealot councillor will strive towards bringing religion to the forefront of the realm's political agenda. If religious war targets are available this councillor might oppose wars against other targets. The councillor will also be more inclined to accept hostile action against heathen and heretic characters.;x
pragmatist_desc;A Pragmatist councillor will always aim for the path of least resistance when it comes to strengthening the realm and gaining power for themselves. They are inclined to support wars for reclaiming of de-jure land or counties with the ruler's culture. They might also support wars against weak opponents. This councillor will oppose the creation of other strong vassals in the realm and will support the revoking of titles from already powerful vassals.;x
glory_hound_desc;A Glory Hound councillor will always push for the realm to make prestigious advances for glory. They will oppose attacking weak neighbours, but against more powerful opponents they will not care much for the reason of the war as long as it will strengthen the realm. This councillor also prefers a strong and centralized realm.;x
#malcontent_desc;A Malcontent councillor is unhappy with the current state of affairs in the realm. They are a troublesome force on the council and will always oppose the will of the ruler unless they directly stand to gain power.;x
LAWS_TAB_INHERITANCE;Inheritance;x
LAWS_TAB_COUNCIL;Council;x
LAWS_TAB_OBLIGATIONS;Obligations;x
LAWS_TAB_REALM;Realm;x
TAX;Tax;x
LEVY;Levy;x
INTERACTION_REQUIRES_COUNCIL_APPROVAL;Needs to be approved by your council;x
COUNCIL_VOTER_NAME;$VOTER_TITLE$\n[GetFirstName];x
title_councilmember_king;Advisor;x
title_councilmember_emperor;Advisor;x
LAWS_VASSAL_OBLIGATIONS;Vassal Obligations;x
LAWS_CIVIC_RELIGIOUS;Civic and Religious Law;x
war_taxes;War Taxes;x
war_taxes_desc;This character is levying war taxes on their subjects.;x
extra_tax;Triple Taxation!;x
extra_tax_desc;This county has been taxed so much that the peasants barely have anything left!;x
extra_tax_kind;Necessary Extra Tax;x
extra_tax_kind_desc;The ruler of this county has taxed the peasants of this county extra in preparation for an upcoming war.;x
seize_church_assets;Church Assets Plundered;x
seize_church_assets_desc;This church has been plundered of anything valuable!;x
extort_subjects;Extort Subjects;x
extort_subjects_desc;Extorting your subjects is a great way of quickly raising funds for your War Chest - beware though, for this action will be seen as tyrannical by your subjects. The mental health of rulers who care for their subjects may take damage from this action.;x
obj_build_a_war_chest_title;Build a War Chest;x
obj_build_a_war_chest_desc;[This.GetTitledFirstName] wants to build a war chest and prepare [This.GetHerHis] realm for war!;x
obj_build_a_war_chest_success_custom_tooltip;Has amassed a suitably large amount of money for [This.GetHerHis] realm: 300¤if ruling a County, 500¤if ruling a Duchy, 700¤if ruling a Kingdom or 1000¤if ruling an Empire.;x
extort_consequences_custom_tooltip;See what options lie before you.;x
extort_cooldown_custom_tooltip;May not have extorted your subjects within the last six months.;x
EVTTOOLTIP_ZE_21100;Collect an 'extra' tax from the peasants of [extra_tax_target.GetName].;x
EVTDESC_ZE_21000;The money for that War Chest is not going to raise itself! You have decided to take matters into your own hands and see to that the chest gets filled to the brim with 'donations' from your loyal subjects. How should you proceed?;x
EVTOPTA_ZE_21000;The peasants of [extra_tax_target.GetName] can pay an extra tax!;x
EVTOPTB_ZE_21000;[extortion_target.GetFullName] is wealthy, [extortion_target.GetSheHe] can part with some gold!;x
EVTOPTC_ZE_21000;The clergy of [seize_church_target.GetName] surely does not need all that wealth!;x
EVTOPTD_ZE_21000;Maybe this is a bad idea after all...;x
extort_tyrant_custom_tooltip;Doing this is viewed as tyrannical, and will lower all of your subjects' opinion of you by §R-10§!.\n;x
EVTDESC_ZE_21100;The peasants of [extra_tax_target.GetName] did, as expected, not appreciate the 'extra' tax we forced upon them. The peasants even elected a leader amongst them who started asking questions why this tax was necessary, and exclaimed that they would now have to starve! Perhaps something should be done before they get the pitchforks?;x
EVTOPTA_ZE_21100;Explain how this tax is necessary, and give them a temporary tax relief.;x
EVTOPTB_ZE_21100;The tax is obviously necessary, the peasants are just greedy!;x
EVTTOOLTIP_ZE_21200;Use brute force to extort [extortion_target.GetFullName].;x
EVTDESC_ZE_21200;Even though you have explained it in detail to [extortion_target.GetFirstName], [extortion_target.GetSheHe] still does not understand why you are plundering [extortion_target.GetHerHis] mansion. It would seem evident that giving up some of your wealth in support of the realm is the right thing to do, but [extortion_target.GetFirstName] is having none of it.;x
EVTOPTA_ZE_21200;Apologize and explain how this will help save the realm.;x
EVTOPTB_ZE_21200;Why, you should be honored by me letting you contribute this much!;x
EVTTOOLTIP_ZE_21300;Order your men to seize the wealth of the [seize_church_target.GetFullName].;x
EVTDESC_ZE_21300;As your men load the wealth of the [seize_church_target.GetFullName] onto several wagons, you are approached by a raving group of clergymen. Apparently they are not too happy about you seizing their valuable idols, they claim that you will be punished by [Root.Religion.GetRandomEvilGodName] if you cannot justify this blasphemy!;x
EVTOPTA_ZE_21300;[Root.Religion.GetRandomGodNameCap] told me that this had to be done!;x
EVTOPTB_ZE_21300;[Root.Religion.GetRandomEvilGodNameCap] be damned, the wealth does more good in my coffers!;x
extort_dynasty_upset_custom_tooltip;This gravely upsets §Y[extortion_target.GetFullName]'s§! entire Dynasty!\n;x
sensitive_character_custom_tooltip;As your character does not have a tyrannical personality, this action may affect you negatively.\n;x
EVTDESC_ZE_22000;Your loyal vassal, [From.GetFullName], has sent you a courier with an offer. [From.GetSheHeCap] is willing to make a significant donation to your War Chest, but in return you must promise to return the favor in the future. A most generous offer!;x
EVTOPTA_ZE_22000;This is just what we need!;x
EVTOPTB_ZE_22000;[From.GetSheHeCap] is just trying to gain leverage on me! I refuse.;x
EVTOPTC_ZE_22000;A generous donation from a good friend!;x
EVTDESC_ZE_22100;[From.GetFullName] has decided to accept your donation offer! Now we have leverage on [From.GetHerHim], we must make sure to use it wisely.;x
EVTDESC_ZE_22200;[From.GetFullName] has refused your generous donation offer. [From.GetSheHeCap] claims that you are just trying to gain leverage on [From.GetHerHim], outrageous!;x
EVTOPTA_ZE_22200;A shame.;x
donate_to_liege;Offer a 200¤ Donation to your Liege;x
donate_to_liege_desc;As your Liege is building a War Chest you can seize the opportunity and send a generous donation. By sending 200¤at this precarious time you might gain the favor of your liege!;x
offer_donation_custom_tooltip;Your liege receives a donation offer from you.\n;x
donation_cooldown_custom_tooltip;May not have had a donation offer refused within the last 5 years.;x
HIRED_MERCENARIES_INCOME_ENTRY;$HOLDER$: $INCOME|Y$;x
INCOME_MERCENARY_HIRED;Mercenaries Hired;x
HAS_MERCENARY_MAINTENANCE_MODIFIER;$TITLE|Y$ has the $MOD|Y$ modifier;x
HAS_MERCENARY_MAINTENANCE_MODIFIER_NOT;$TITLE|Y$ does not have the $MOD|Y$ modifier;x
HAS_MERCENARY_BAND;$CHARACTER|Y$ has mercenary bands\n;x
HAS_MERCENARY_BAND_NOT;$CHARACTER|Y$ does not have any mercenary bands\n;x
CUT_MERCENARY_CREATOR_RELATION;$MERCENARY|Y$ cut the relation with $CREATOR|Y$;x
CUT_MERCENARY_CREATOR_RELATION_NOT;$MERCENARY|Y$ did not cut the relation with $CREATOR|Y$;x
REPLACE_MERCENARY_CAPTAIN_INTERACTION_TITLE;Replace Mercenary Captain;x
REPLACE_MERCENARY_CAPTAIN_INTERACTION_DESC;Replace Mercenary Captain Desc;x
REPLACE_MERCENARY_CAPTAIN_INTERACTION_LONG_DESC;Change this captain for a suitable replacement;x
REPLACE_MERCENARY_CAPTAIN_INTERACTION_SELECT;Select a new captain to replace $CURRENT|Y$;x
REPLACE_MERCENARY_CAPTAIN_INTERACTION_SELECTED;Make $REPLACEMENT|Y$ the new captain of $BAND|Y$;x
REPLACE_MERCENARY_CAPTAIN_INTERACTION_REQ;Has suitable replacement;x
ENABLE_COUNCIL_VOTING_ON_ISSUE;$ISSUE|Y$ can be voted on by the council\n;x
DISABLE_COUNCIL_VOTING_ON_ISSUE;$ISSUE|Y$ can not be voted on by the council\n;x
declare_war_interaction_voting;War Declarations;x
REJECTED_LAW_TIMEOUT;§RThe Council has rejected this law. You can attempt to change this law again at $DATE$§!;x
CAN_SWAP_JOB_TITLE;$CHARACTER|Y$ and $TARGET|Y$ can swap job titles;x
CAN_NOT_SWAP_JOB_TITLE;$CHARACTER|Y$ and $TARGET|Y$ can not swap job titles;x
FORM_ALLIANCE_NOT_LANDLESS;Is NOT Landless;x
SET_FACTION_JOIN_RESTRICTION_ON;Vassals can not join factions against their liege\n;x
SET_FACTION_JOIN_RESTRICTION_OFF;Vassals can now join factions against their liege\n;x
HAS_FACTION_JOIN_RESTRICTION;Has faction join restriction;x
HAS_NO_FACTION_JOIN_RESTRICTION;Has no faction join restriction;x
EVTDESC750;I have been convinced by [From.GetLawProposer] to institute the [From.GetProposedLaw] Law. All that is needed is the support of yourself and my other loyal vassals.\n\nYour [From.Holder.GetTitle];x
#EVTDESC751;I have been convinced by [From.GetLawProposer] to institute the [From.GetProposedLaw] Law in the [From.GetFullName]. Your status as my de jure vassal entitles you to vote on the matter.\n\n[From.Holder.GetTitledName];x
#EVTDESC752;I have been convinced by [From.GetLawProposer] to institute the [From.GetProposedLaw] Law in the [From.GetFullName]. Since this is a Crown Law and you are a formal elector of [From.GetName], you may vote, even though you are not my vassal... yet.\n\n[From.Holder.GetTitledName];x
COUNCIL_LAW_VOTING_DISABLED;§RYou may not suggest a law change under the current law§!;x
COUNCIL_LAW_VOTING_DISABLED_BY_FAVOR_OWNER;§RYou may not suggest a law change while under a favor§!;x
LAW_VOTE_DISABLED_UNDER_FAVOR;§RYou may not vote on a law change while under a favor§!;x
#VOTE_AS_FAVOR_OWNER_LAW_CHANGE_SETUP;Vote on law change by called in favor;x
VOTE_AS_FAVOR_OWNER_LOG;$CHARACTER|Y$ has voted $VOTE$ $LAW|Y$ due to returning a favor to $TARGET|Y$.;x
CALL_IN_FAVOR_INTERACTION_ACCEPT_SETUP;Call in favor;x
CALL_IN_FAVOR_INTERACTION_ACCEPT_LOG;$ACTOR|Y$ has called in a favor on $RECIPIENT|Y$.;x
BUY_FAVOR_INTERACTION_DECLINE_SETUP;Favor not for sale;x
BUY_FAVOR_INTERACTION_DECLINE_LOG;§Y[Recipient.GetDynName]§! refused to sell a favor to §Y[Actor.GetDynName]§!;x
LOAD_OLD_SAVE_TO_ZEUS_TITLE;Loading obsolete save game;x
LOAD_OLD_SAVE_TO_ZEUS_DESC;You are about to load a save started in a previous version of the game into a newer version of the game. This may cause unforseen consequences and is not recommended. Do you wish to proceed?;x
LOAD_ZEUS_SAVE_TO_OLD_VERSION;§RThis save was created using the Conclave DLC and needs it to continue.§!;x
FIRE_COUNCILOR_INTERACTION_LAW_CHANGE_DESC;$RECIPIENT|Y$ is not voting on a Law Change.;x
LAW_VIEW_NO_COUNCIL_LAWS_TRIBAL_DESC;You have no Council Laws available. You need to increase Tribal Organization in order to unlock them.;x
LAW_VIEW_NO_COUNCIL_LAWS_DESC;You have no Council Laws available at the current time.;x
COUNCIL_JOBS_INSTANT;This view shows the advisors that affect the stats of your realm.;x
COUNCIL_JOBS_DELAYED;The advisors have specialized jobs in your realm that affect its stats. Your advisors perform their jobs better if the appropriate stats are higher.;x
MINOR_TITLES_TITLE;§YMinor Titles§!;x
MINOR_TITLES_INSTANT;This view shows a collection of your honorary titles and commander titles.;x
MINOR_TITLES_DELAYED;Honorary titles can be given to your characters to change their opinion and commanders are used to lead your troops. You can appoint characters to these titles directly from this view.;x
MY_COUNCIL_TITLE;§YMy Council§!;x
MY_COUNCIL_INSTANT;This view shows you an overview of your council.;x
MY_COUNCIL_DELAYED;You can see all councilors and empty council positions. You can also see the position of a councilor which affects how they vote.;x
LIEGE_COUNCIL_TITLE;§YLiege Council§!;x
LIEGE_COUNCIL_INSTANT;This view shows you an overview of your liege's council.;x
LIEGE_COUNCIL_DELAYED;You can see all councilors and empty council positions of your liege's council. You can also see the position of a councilor which affects how they vote.;x
#ENFORCE_PEACE_BUTTON_DESC_INSTANT;Enforcing Realm Peace will end all internal wars between your direct vassals. The peace will take effect 3 months after it has been decreed. Use this ability to keep your vassals from growing too strong within your realm.;x
ENFORCE_PEACE_EXECUTE_BUTTON_TITLE;§YEnforce§!;x
ENFORCE_PEACE_EXECUTE_BUTTON_DESC_DELAYED;Approved by Council;x
LAW_COUNCIL_REJECTED_LOG;The council of $TITLE$ has rejected the institution of the "$LAW$" Law.;x
tut_9b_6;In the Realm and Obligations tabs you will find laws affecting not only yourself but also how much levies and taxes your vassals provide. You will be able to customize your Realm according to your preference. Click next to end this part.;x
tut_8b_6;In the Realm tab you can find the Investiture Law. This can either be set to papal, which means the pope elects the bishops, or free, which means that you can select your bishops by yourself. The pope will not be happy of course. Click next to learn about crusades.;x
tut_9c_6;In the Realm tab you see the laws that are not related to Succession. On the top you have the laws marked with a crown, which means they are crown laws. They concern how much freedom a king or emperor has. Your vassals will be hard to convince, but if they like you enough and you have high prestige, they will pose but a minor problem.;x
HINT_CHAR_VIEW_TEXT_2;The bottom half of the Character View is dedicated to close relations. Vassals are feudal lords in fief to the selected character. The Court tab lists the people at the court of the character. Pacts lists rulers with whom you have a diplomatic relation with, like an alliance, and the 'Abroad' tab lists courtiers who are currently away for some reason.;x
HINT_COUNCIL_VIEW_TEXT_4;Some characters dream of attaining a Council position. Granting them their wish will make them grateful towards you.;x
tut_4b_9;Temporary modifiers have an expiration date. Certain events for example can give you an opinion modifier towards other characters and these will usually last a limited time (like a year or two). Click next to continue.;x
EVTDESC107301;If you have allies they will always join automatically in all your wars. Some allies (like Tribal Vassals) will have to be called into your wars to join them (if they accept).;x
INTERACTION_REQUIRES_NO_ACTIVE_FAVOR;$OWES_FAVOR|Y$ is not already influenced by a §YFavor§!;x
BUY_FAVOR_INTERACTION_LETTER;\nI offer you a gift of $GOLD$§W¤§! to repay the Favor I owe you.;x
BUY_FAVOR_INTERACTION_LETTER_GET;\nI offer you a gift of $GOLD$§W¤§! and in return you will owe me a Favor.;x
INTERACTION_REQUIRES_NOT_INFLUENCED_BY_TARGET;§Y[Recipient.GetTitledFirstName]§! cannot be influenced by a §YFavor§! from §Y[Actor.GetTitledFirstName]§!;x
INTERACTION_REQUIRES_NOT_OWING_FAVOR;$OWES_FAVOR|Y$ cannot owe $HAS_FAVOR|Y$ a §YFavor§!;x
EVTDESC_ZE_1031;Your daughter [target_daughter_killed_her_friend.GetFirstName] is furious with you: 'Damn you, [Root.GetFatherMother] - you killed [From.GetFirstName], I will never forgive you!'.;x
EVTDESC_ZE_2061B;The coffers are left open and unattended again. Surely, this is [Root.Liege.GetTitledFirstName]'s way of telling me that a small bonus is in order. [Root.Liege.GetSheHeCap] knows the other councillors would object if it were mentioned in their presence.;x
EVTOOLTIP38228;[Root.Guardian.GetFullName] responds to [Root.GetFirstName]'s question.;x
EVTDESC1928;Visitors arrived today and, despite their peculiar clothes, strange language and strangely colored skin, they were warmly greeted by [Root.Guardian.GetFullName]. I wanted to talk to them and find out where they came from and who they were, but I was not sure if [Root.Guardian.GetTitledFirstName] would approve.;x
EVTDESC3516;I offered to hand [From.GetTitledFirstName]'s buzzard to the falconer, but was careless enough to forget to put on its hood, and then lost my grip on the jesses as the bird flew to freedom.;x
EVTDESC_SOA_4111;The inquisitors are returning home after failing to accomplish much in [Root.GetName] - aside from riling up the peasants.;x
EVTDESC_SOA_4113;After successfully stomping out the heresy in [Root.GetName], the inquisitors are returning home.;x
EVTDESC_SOA_4131;The theologians dispatched to [Root.GetName] by the [FromFrom.PrimaryTitle.GetRulerTitle] are returning home with their tails between their legs.;x
EVTDESC_SOA_4133;The theologians dispatched to [Root.GetName] by the [FromFrom.PrimaryTitle.GetRulerTitle] are returning home in triumph. The heretics have renounced their false beliefs!;x
RESIGN_COMMANDER_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§W has Relieved §Y[Recipient.GetTitledFirstName]§W of [Recipient.GetHerHis] duty as Commander;x
EVTDESCdiploresponse.1;I, [From.GetBestName], accept your proposal for an Alliance!;x
EVTDESCdiploresponse.2;I, [From.GetBestName], unfortunately have to decline your proposal for an Alliance!;x
EVTOPTC_ZE_12002;I should bring [From.GetHerHim] some candy later.;x
EVTDESC_ZE_3001;A merchant approaches the court and carefully pleads to make a payment plan for the recent loan taken by [target_treasurer.GetTitledFirstName]. It seems the fruits of [target_treasurer.GetHerHis] labor may have been exaggerated, and since the loan was made in your name, you now have to repay the debt with interest. What will the consequence be for [target_treasurer.GetTitledFirstName]?;x
EVTDESC_ZE_8000;[target_spouse.GetTitledName], the [target_spouse.GetHusbandWife] of [target_ruler.GetTitledName], has been spending a few days in [capital.GetName]. It has been a very nice experience meeting [target_spouse.GetHerHim] - maybe our peoples are not that different after all.;x
EVTDESC_ZE_8001;Dear [target_ruler.GetTitledName],\nDuring your [target_ruler.GetHusbandWifeOpp]'s recent visit to [capital.GetName] we had a great time discussing the similarities between our people. I suggest a non-aggression pact between us for the near future, and we will welcome any visitors from your realm with open arms.\n\nKind regards,\n[From.GetTitledFirstName];x
EVTDESC_ZE_8002;Dear [Root.GetTitledName],\n\nIf this agreement can lead to a better understanding between our peoples, I will put effort into opening our borders to visitors from your realm.\n\nYours truly,\n [target_ruler.GetTitledName].;x
